protein	acc	hit	species	domain	phylum	category	length	score	align_length	num_prots	prot_ids	protein_locs
BBBZ01000010.1_52	GCA_001316065.1_ASM131606v1	Aeropyrum camini SY1 = JCM 12091	Archaea	TACK group	COG0085	SECO	302	124.7	210	1	1	1
BBBZ01000010.1_51	GCA_001316065.1_ASM131606v1	Aeropyrum camini SY1 = JCM 12091	Archaea	TACK group	COG0085	MAIN	857	827.8	1048	2	BBBZ01000010.1_52;BBBZ01000010.1_51	177.0;742.5
OJI08027.1	GCA_001889985.1_ASM188998v1	Candidatus Micrarchaeum acidiphilum ARMAN-1	Archaea	DPANN group	COG0085	MAIN	607	489.3	1040	2	OJI08028.1;OJI08027.1	298.5;819.5
OJI08028.1	GCA_001889985.1_ASM188998v1	Candidatus Micrarchaeum acidiphilum ARMAN-1	Archaea	DPANN group	COG0085	SECO	488	242.9	443	1	1	1
DKFE01000002.1_8	GCA_002452775.1_ASM245277v1	Synergistaceae bacterium UBA6804	Bacteria	Synergistetes	COG0085	PRIMARY	1211	1986.0	1100	1	DKFE01000002.1_8	614.0
KER06382.1	GCA_000724145.1_ASM72414v1	Marine Group I thaumarchaeote SCGC AAA799-E16	Archaea	TACK group	COG0085	PRIMARY	1115	970.7	1049	1	KER06382.1	593.5
AEQ95222.1	GCA_000168315.3_ASM16831v3	Xanthomonas oryzae pv. oryzicola BLS256	Bacteria	Proteobacteria	COG0085	PRIMARY	1383	2077.0	1053	1	AEQ95222.1	589.5
KUK07411.1	GCA_001508815.1_ASM150881v1	Archaeoglobus fulgidus	Archaea	Euryarchaeota	COG0085	PRIMARY	604	688.3	603	1	KUK07411.1	817.5
KUK07410.1	GCA_001508815.1_ASM150881v1	Archaeoglobus fulgidus	Archaea	Euryarchaeota	COG0085	NEXT	512	340.1	450	1	1	1
AFZ66548.1	GCA_000317835.1_ASM31783v1	Deinococcus peraridilitoris DSM 19664	Bacteria	Terrabacteria group	COG0085	PRIMARY	1147	1854.0	1057	1	AFZ66548.1	599.5
ACZ19424.1	GCA_000024905.1_ASM2490v1	Thermanaerovibrio acidaminovorans DSM 6589	Bacteria	Synergistetes	COG0085	PRIMARY	1201	2027.6	1065	1	ACZ19424.1	601.5
AAZ43894.2	GCA_000008245.1_ASM824v1	Mycoplasma synoviae 53	Bacteria	Terrabacteria group	COG0085	PRIMARY	1202	1619.9	1063	1	AAZ43894.2	593.5
AIY01734.1	GCA_000785535.1_ASM78553v1	Arthrobacter sp. PAMC 25486	Bacteria	Terrabacteria group	COG0085	PRIMARY	1110	2028.3	1033	1	AIY01734.1	614.5
LOEP01000016.1_209	GCA_001482285.1_ASM148228v1	Haloferax sp. Q22	Archaea	Euryarchaeota	COG0085	MAIN	610	662.2	1051	2	LOEP01000016.1_210;LOEP01000016.1_209	291.5;817.5
LOEP01000016.1_210	GCA_001482285.1_ASM148228v1	Haloferax sp. Q22	Archaea	Euryarchaeota	COG0085	SECO	522	294.6	447	1	1	1
DIXM01000002.1_222	GCA_002436025.1_ASM243602v1	candidate division Hyd24-12 bacterium UBA6080	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1267	1913.8	1054	1	DIXM01000002.1_222	593.0
AGU58682.1	GCA_000462975.1_ASM46297v1	Vibrio anguillarum M3	Bacteria	Proteobacteria	COG0085	PRIMARY	1342	2116.4	1056	1	AGU58682.1	591.0
OHA65974.1	GCA_001823165.1_ASM182316v1	Candidatus Wildermuthbacteria bacterium RIFCSPHIGHO2_01_FULL_49_22b	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1077	1799.9	1059	1	OHA65974.1	599.5
CAI08275.1	GCA_000025965.1_ASM2596v1	Aromatoleum aromaticum EbN1	Bacteria	Proteobacteria	COG0085	PRIMARY	1377	2103.0	1053	1	CAI08275.1	589.5
BAX67503.1	GCA_002370375.1_ASM237037v1	Lactobacillus sakei	Bacteria	Terrabacteria group	COG0085	PRIMARY	1197	2146.9	1102	1	BAX67503.1	613.0
AFP79630.1	GCA_000286775.1_ASM28677v1	Mycoplasma gallisepticum NC06_2006.080-5-2P	Bacteria	Terrabacteria group	COG0085	PRIMARY	1390	1697.6	1087	1	AFP79630.1	599.5
BCNB01000006.1_903	GCA_001485575.1_ASM148557v1	Haloarcula sp. CBA1127	Archaea	Euryarchaeota	COG0085	MAIN	609	664.2	1042	2	BCNB01000006.1_902;BCNB01000006.1_903	296.0;817.5
BCNB01000006.1_902	GCA_001485575.1_ASM148557v1	Haloarcula sp. CBA1127	Archaea	Euryarchaeota	COG0085	SECO	522	290.5	438	1	1	1
AIZ16733.1	GCA_000800475.2_ASM80047v2	Bifidobacterium pseudolongum PV8-2	Bacteria	Terrabacteria group	COG0085	PRIMARY	1186	2003.8	1072	1	AIZ16733.1	594.0
ELY31329.1	GCA_000337855.1_ASM33785v1	Halogeometricum borinquense DSM 11551	Archaea	Euryarchaeota	COG0085	MAIN	610	655.9	1050	2	ELY31330.1;ELY31329.1	292.0;817.5
ELY31330.1	GCA_000337855.1_ASM33785v1	Halogeometricum borinquense DSM 11551	Archaea	Euryarchaeota	COG0085	SECO	523	296.4	446	1	1	1
NGFL01000015.1_32	GCA_002215665.1_ASM221566v1	candidate division TA06 bacterium JGI_Cruoil_03_38_101	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1311	1861.1	1045	1	NGFL01000015.1_32	599.5
NGFL01000001.1_112	GCA_002215665.1_ASM221566v1	candidate division TA06 bacterium JGI_Cruoil_03_38_101	Bacteria	unclassified Bacteria	COG0085	NEXT	521	7.9	1032	1	1	1
NGFL01000014.1_2	GCA_002215665.1_ASM221566v1	candidate division TA06 bacterium JGI_Cruoil_03_38_101	Bacteria	unclassified Bacteria	COG0085	NEXT	523	835.3	387	1	1	1
AFT83717.1	GCA_000300045.1_ASM30004v1	Borrelia garinii NMJW1	Bacteria	Spirochaetes	COG0085	PRIMARY	1155	1935.9	1057	1	AFT83717.1	601.5
AFS82146.1	GCA_000299395.1_ASM29939v1	Candidatus Nitrosopumilus sediminis	Archaea	TACK group	COG0085	PRIMARY	1115	971.4	1047	1	AFS82146.1	594.5
AKH95829.1	GCA_001011675.1_ASM101167v1	Elizabethkingia anophelis FMS-007	Bacteria	FCB group	COG0085	PRIMARY	1274	1951.2	1057	1	AKH95829.1	587.5
ANQ53976.1	GCA_001682135.1_ASM168213v1	Thermosipho sp. 1070	Bacteria	Thermotogae	COG0085	PRIMARY	1172	1860.2	1065	1	ANQ53976.1	594.5
CCC82299.1	GCA_000253055.1_ASM25305v1	Thermoproteus tenax Kra 1	Archaea	TACK group	COG0085	PRIMARY	1127	1026.1	1041	1	CCC82299.1	596.5
ADP19763.1	GCA_000165835.1_ASM16583v1	Achromobacter xylosoxidans A8	Bacteria	Proteobacteria	COG0085	PRIMARY	1370	2082.7	1054	1	ADP19763.1	590.0
ADO45255.1	GCA_000164905.1_ASM16490v1	Hydrogenobacter thermophilus TK-6	Bacteria	Aquificae	COG0085	PRIMARY	1469	1882.2	1060	1	ADO45255.1	599.0
KKS64979.1	GCA_000995475.1_ASM99547v1	Candidatus Collierbacteria bacterium GW2011_GWF2_42_51	Bacteria	unclassified Bacteria	COG0085	SECO	388	601.3	382	1	1	1
KKS64980.1	GCA_000995475.1_ASM99547v1	Candidatus Collierbacteria bacterium GW2011_GWF2_42_51	Bacteria	unclassified Bacteria	COG0085	MAIN	734	916.1	1104	2	KKS64980.1;KKS64979.1	419.0;978.0
AII44231.1	GCA_000737535.1_ASM73753v1	Synechococcus sp. KORDI-100	Bacteria	Terrabacteria group	COG0085	PRIMARY	1097	1967.0	1054	1	AII44231.1	603.0
KN360931.1_175	GCA_000784355.1_Metpay	Methanolacinia paynteri	Archaea	Euryarchaeota	COG0085	MAIN	610	666.9	1042	2	KN360931.1_174;KN360931.1_175	298.0;845.5
KN360931.1_174	GCA_000784355.1_Metpay	Methanolacinia paynteri	Archaea	Euryarchaeota	COG0085	SECO	520	285.5	440	1	1	1
ACS34428.1	GCA_000022365.1_ASM2236v1	Thermococcus gammatolerans EJ3	Archaea	Euryarchaeota	COG0085	PRIMARY	1122	1092.1	1042	1	ACS34428.1	598.0
LKMO01000005.1_18	GCA_001563905.1_ASM156390v1	Nanohaloarchaea archaeon B1-Br10_U2g19	Archaea	DPANN group	COG0085	MAIN	600	535.6	979	2	LKMO01000005.1_17;LKMO01000005.1_18	330.5;839.5
LKMO01000005.1_17	GCA_001563905.1_ASM156390v1	Nanohaloarchaea archaeon B1-Br10_U2g19	Archaea	DPANN group	COG0085	SECO	406	198.0	381	1	1	1
SHM58317.1	GCA_900143055.1_IMG-taxon_2703719264_annotated_assembly	Fibrobacter sp. UWR3	Bacteria	FCB group	COG0085	PRIMARY	1426	1892.3	1049	1	SHM58317.1	591.5
KXH72733.1	GCA_001563335.1_ASM156333v1	Candidatus Thorarchaeota archaeon SMTZ1-45	Archaea	Asgard group	COG0085	PRIMARY	1123	1024.2	1049	1	KXH72733.1	593.5
KUJ93962.1	GCA_001508745.1_ASM150874v1	Archaeoglobus fulgidus	Archaea	Euryarchaeota	COG0085	PRIMARY	604	688.3	603	1	KUJ93962.1	817.5
KUJ93963.1	GCA_001508745.1_ASM150874v1	Archaeoglobus fulgidus	Archaea	Euryarchaeota	COG0085	NEXT	512	340.1	450	1	1	1
ABP33268.1	GCA_000016345.1_ASM1634v1	Polynucleobacter asymbioticus QLW-P1DMWA-1	Bacteria	Proteobacteria	COG0085	PRIMARY	1366	2059.8	1054	1	ABP33268.1	590.0
AMV36402.1	GCA_001610895.1_ASM161089v1	Planctomyces sp. SH-PL62	Bacteria	PVC group	COG0085	PRIMARY	1239	1855.0	1050	1	AMV36402.1	593.0
AKV79957.1	GCA_001266715.1_ASM126671v1	Metallosphaera sedula	Archaea	TACK group	COG0085	PRIMARY	1124	1046.9	1044	1	AKV79957.1	601.0
AEN72983.1	GCA_000224745.1_ASM22474v1	Rhodothermus marinus SG0.5JP17-172	Bacteria	FCB group	COG0085	PRIMARY	1279	2095.3	1049	1	AEN72983.1	590.5
DJVR01000029.1_1	GCA_002441285.1_ASM244128v1	Candidatus Atribacteria bacterium UBA6251	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1204	2059.2	1064	1	DJVR01000029.1_1	601.0
OGD48483.1	GCA_001774235.1_ASM177423v1	Candidatus Bathyarchaeota archaeon RBG_13_46_16b	Archaea	TACK group	COG0085	PRIMARY	1121	986.6	1041	1	OGD48483.1	598.5
AIA46607.1	GCA_000695995.1_ASM69599v1	Serratia sp. FS14	Bacteria	Proteobacteria	COG0085	PRIMARY	1342	2144.0	1055	1	AIA46607.1	590.5
AAS12939.1	GCA_000008185.1_ASM818v1	Treponema denticola ATCC 35405	Bacteria	Spirochaetes	COG0085	PRIMARY	1167	1925.5	1069	1	AAS12939.1	598.5
SHK84960.1	GCA_900142335.1_IMG-taxon_2698536698_annotated_assembly	Haladaptatus paucihalophilus DX253	Archaea	Euryarchaeota	COG0085	MAIN	608	644.4	1051	2	SHK85003.1;SHK84960.1	291.5;817.5
SHK85003.1	GCA_900142335.1_IMG-taxon_2698536698_annotated_assembly	Haladaptatus paucihalophilus DX253	Archaea	Euryarchaeota	COG0085	SECO	518	297.9	447	1	1	1
DFPD01000026.1_19	GCA_002377085.1_ASM237708v1	Patescibacteria group bacterium UBA3524	Bacteria	unclassified Bacteria	COG0085	SECO	110	197.8	107	1	1	1
DFPD01000026.1_20	GCA_002377085.1_ASM237708v1	Patescibacteria group bacterium UBA3524	Bacteria	unclassified Bacteria	COG0085	MAIN	1038	1425.8	1052	2	DFPD01000026.1_19;DFPD01000026.1_20	1067.5;522.5
KKP34714.1	GCA_000989515.1_ASM98951v1	Candidatus Nomurabacteria bacterium GW2011_GWE1_32_28	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1055	1711.9	1055	1	KKP34714.1	592.5
AAL02719.1	GCA_000007025.1_ASM702v1	Rickettsia conorii str. Malish 7	Bacteria	Proteobacteria	COG0085	PRIMARY	1373	2087.9	1055	1	AAL02719.1	589.5
KKW39005.1	GCA_001004735.1_ASM100473v1	Candidatus Peribacteria bacterium GW2011_GWB1_54_5	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1307	1854.8	1136	1	KKW39005.1	635.0
KKW39180.1	GCA_001004735.1_ASM100473v1	Candidatus Peribacteria bacterium GW2011_GWB1_54_5	Bacteria	unclassified Bacteria	COG0085	NEXT	227	10.9	75	1	1	1
ACB62769.1	GCA_000019925.1_ASM1992v1	Burkholderia ambifaria MC40-6	Bacteria	Proteobacteria	COG0085	PRIMARY	1368	2077.9	1053	1	ACB62769.1	589.5
OGB74457.1	GCA_001772255.1_ASM177225v1	candidate division Kazan bacterium RBG_13_50_9	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1135	1852.3	1054	1	OGB74457.1	598.0
AGI48492.1	GCA_000350305.1_ASM35030v1	Thermoplasmatales archaeon BRNA1	Archaea	Euryarchaeota	COG0085	PRIMARY	1207	935.4	1040	1	AGI48492.1	599.0
KYH42024.1	GCA_001593935.1_ASM159393v1	Candidatus Bathyarchaeota archaeon B26-2	Archaea	TACK group	COG0085	PRIMARY	1123	1028.6	1048	1	KYH42024.1	595.0
AHJO01000001.1_2033	GCA_000245175.2_ASM24517v2	Sulfolobus islandicus M.16.23	Archaea	TACK group	COG0085	PRIMARY	1129	1072.9	1050	1	AHJO01000001.1_2033	595.0
OIO21956.1	GCA_001871475.1_ASM187147v1	Candidatus Micrarchaeota archaeon CG1_02_47_40	Archaea	DPANN group	COG0085	MAIN	614	638.9	1035	2	OIO21955.1;OIO21956.1	301.0;816.0
OIO21955.1	GCA_001871475.1_ASM187147v1	Candidatus Micrarchaeota archaeon CG1_02_47_40	Archaea	DPANN group	COG0085	SECO	486	294.0	438	1	1	1
ADB58037.1	GCA_000025285.1_ASM2528v1	Archaeoglobus profundus DSM 5631	Archaea	Euryarchaeota	COG0085	SECO	511	340.2	438	1	1	1
ADB58038.1	GCA_000025285.1_ASM2528v1	Archaeoglobus profundus DSM 5631	Archaea	Euryarchaeota	COG0085	MAIN	603	692.2	1036	2	ADB58037.1;ADB58038.1	302.0;817.5
EDY34607.1	GCA_000151085.1_ASM15108v1	Aciduliprofundum boonei T469	Archaea	Euryarchaeota	COG0085	PRIMARY	1201	1016.7	1036	1	EDY34607.1	600.0
EDY34195.1	GCA_000151085.1_ASM15108v1	Aciduliprofundum boonei T469	Archaea	Euryarchaeota	COG0085	NEXT	570	290.9	413	1	1	1
ESQ22904.1	GCA_000495675.1_Acidilobus_sp._MG	uncultured Acidilobus sp. MG	Archaea	TACK group	COG0085	PRIMARY	1181	992.9	1052	1	ESQ22904.1	595.0
ADD05719.1	GCA_000025625.1_ASM2562v1	Natrialba magadii ATCC 43099	Archaea	Euryarchaeota	COG0085	SECO	526	299.3	447	1	1	1
ADD05720.1	GCA_000025625.1_ASM2562v1	Natrialba magadii ATCC 43099	Archaea	Euryarchaeota	COG0085	MAIN	609	656.4	1051	2	ADD05719.1;ADD05720.1	291.5;817.5
ADC28097.1	GCA_000025425.1_ASM2542v1	Campylobacter jejuni subsp. jejuni IA3902	Bacteria	Proteobacteria	COG0085	PRIMARY	1378	2008.5	1059	1	ADC28097.1	592.5
OYR54486.1	GCA_002252985.1_ASM225298v1	Halorubrum halodurans	Archaea	Euryarchaeota	COG0085	MAIN	609	645.1	1043	2	OYR54485.1;OYR54486.1	295.5;817.5
OYR54485.1	GCA_002252985.1_ASM225298v1	Halorubrum halodurans	Archaea	Euryarchaeota	COG0085	SECO	521	291.5	439	1	1	1
KPN30334.1	GCA_001307315.1_Halpeg_cdk2_1	Halolamina pelagica	Archaea	Euryarchaeota	COG0085	MAIN	610	664.2	1044	2	KPN30333.1;KPN30334.1	295.0;817.5
KPN30333.1	GCA_001307315.1_Halpeg_cdk2_1	Halolamina pelagica	Archaea	Euryarchaeota	COG0085	SECO	522	297.2	440	1	1	1
AOL17662.1	GCA_001719125.1_ASM171912v1	Sulfolobus sp. A20	Archaea	TACK group	COG0085	PRIMARY	1128	1069.6	1054	1	AOL17662.1	598.0
AFY53307.1	GCA_000316665.1_ASM31666v1	Rivularia sp. PCC 7116	Bacteria	Terrabacteria group	COG0085	PRIMARY	1101	2021.4	1057	1	AFY53307.1	599.5
ASNE01000009.1_1	GCA_000404985.1_ASM40498v1	Gracilibacteria bacterium JGI 0000069-K10	Bacteria	unclassified Bacteria	COG0085	MAIN	157	142.4	236	5	ASNE01000009.1_7;ASNE01000009.1_1;ASNE01000009.1_2;ASNE01000009.1_4;ASNE01000009.1_5	1067.5;317.0;442.5;620.5;701.0
ASNE01000009.1_7	GCA_000404985.1_ASM40498v1	Gracilibacteria bacterium JGI 0000069-K10	Bacteria	unclassified Bacteria	COG0085	SECO	39	64.4	37	1	1	1
ASNE01000009.1_5	GCA_000404985.1_ASM40498v1	Gracilibacteria bacterium JGI 0000069-K10	Bacteria	unclassified Bacteria	COG0085	SECO	43	34.2	40	1	1	1
ASNE01000009.1_4	GCA_000404985.1_ASM40498v1	Gracilibacteria bacterium JGI 0000069-K10	Bacteria	unclassified Bacteria	COG0085	SECO	43	83.0	41	1	1	1
ASNE01000009.1_2	GCA_000404985.1_ASM40498v1	Gracilibacteria bacterium JGI 0000069-K10	Bacteria	unclassified Bacteria	COG0085	SECO	67	107.8	65	1	1	1
ACV39757.1	GCA_000023905.1_ASM2390v1	Leptotrichia buccalis C-1013-b	Bacteria	Fusobacteria	COG0085	PRIMARY	1148	1970.9	1061	1	ACV39757.1	597.5
OSP09087.1	GCA_002114285.1_ASM211428v1	Halorubrum ezzemoulense DSM 17463	Archaea	Euryarchaeota	COG0085	MAIN	609	640.9	1043	2	OSP09086.1;OSP09087.1	295.5;817.0
OSP09086.1	GCA_002114285.1_ASM211428v1	Halorubrum ezzemoulense DSM 17463	Archaea	Euryarchaeota	COG0085	SECO	521	296.8	439	1	1	1
ATE95619.1	GCA_002381325.1_ASM238132v1	Phaeobacter gallaeciensis	Bacteria	Proteobacteria	COG0085	PRIMARY	1378	2165.4	1058	1	ATE95619.1	592.0
OLC24478.1	GCA_001917965.1_ASM191796v1	Thaumarchaeota archaeon 13_1_40CM_4_48_7	Archaea	TACK group	COG0085	PRIMARY	1116	970.4	1044	1	OLC24478.1	597.0
AFY79148.1	GCA_000317025.1_ASM31702v1	Pleurocapsa sp. PCC 7327	Bacteria	Terrabacteria group	COG0085	PRIMARY	1094	2025.6	1049	1	AFY79148.1	605.5
AGA66708.1	GCA_000325665.1_ASM32566v1	Brachyspira pilosicoli P43/6/78	Bacteria	Spirochaetes	COG0085	PRIMARY	1173	1996.3	1078	1	AGA66708.1	597.0
EMA32042.1	GCA_000336655.1_ASM33665v1	Halobiforma lacisalsi AJ5	Archaea	Euryarchaeota	COG0085	MAIN	609	670.2	1052	2	EMA32043.1;EMA32042.1	291.0;817.5
EMA32043.1	GCA_000336655.1_ASM33665v1	Halobiforma lacisalsi AJ5	Archaea	Euryarchaeota	COG0085	SECO	523	301.9	448	1	1	1
OGC72068.1	GCA_001773275.1_ASM177327v1	candidate division WWE3 bacterium RIFOXYD1_FULL_42_24	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1100	1586.5	1065	1	OGC72068.1	601.5
ADM72051.2	GCA_000146875.2_ASM14687v2	Paenibacillus polymyxa E681	Bacteria	Terrabacteria group	COG0085	PRIMARY	1181	2195.9	1070	1	ADM72051.2	599.0
KYH27815.1	GCA_001593955.1_ASM159395v1	Halalkalicoccus paucihalophilus	Archaea	Euryarchaeota	COG0085	SECO	521	292.5	439	1	1	1
KYH27816.1	GCA_001593955.1_ASM159395v1	Halalkalicoccus paucihalophilus	Archaea	Euryarchaeota	COG0085	MAIN	608	645.3	1043	2	KYH27815.1;KYH27816.1	295.5;817.5
DCBQ01000004.1_72	GCA_002313515.1_ASM231351v1	Candidatus Saccharibacteria bacterium UBA1103	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1140	1753.6	1108	1	DCBQ01000004.1_72	619.0
OGL65360.1	GCA_001790935.1_ASM179093v1	Candidatus Tectomicrobia bacterium RIFCSPLOWO2_02_FULL_70_19	Bacteria	Nitrospinae/Tectomicrobia group	COG0085	PRIMARY	1348	2142.3	1054	1	OGL65360.1	591.0
AOS84934.1	GCA_001747405.1_ASM174740v1	Chlorobaculum limnaeum	Bacteria	FCB group	COG0085	PRIMARY	1301	1953.8	1047	1	AOS84934.1	593.5
EHR76470.1	GCA_000246735.1_ASM24673v1	uncultured marine group II euryarchaeote	Archaea	Euryarchaeota	COG0085	PRIMARY	1202	893.5	1044	1	EHR76470.1	597.0
KON33797.1	GCA_001273385.1_ASM127338v1	miscellaneous Crenarchaeota group-6 archaeon AD8-1	Archaea	TACK group	COG0085	PRIMARY	1121	995.5	1043	1	KON33797.1	597.5
DBDX01000001.1_93	GCA_002293775.1_ASM229377v1	Patescibacteria group bacterium UBA921	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1165	1893.1	1072	1	DBDX01000001.1_93	601.0
OUO56051.1	GCA_002159705.1_ASM215970v1	Elusimicrobium sp. An273	Bacteria	Elusimicrobia	COG0085	PRIMARY	1287	1896.2	1076	1	OUO56051.1	606.0
ETB63608.1	GCA_000505065.1_RAAC_OD1_1.0	Parcubacteria bacterium RAAC4_OD1_1	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1057	1730.3	1053	1	ETB63608.1	592.5
AMK57072.1	GCA_000966445.2_ASM96644v2	Bifidobacterium angulatum	Bacteria	Terrabacteria group	COG0085	PRIMARY	1188	1996.6	1081	1	AMK57072.1	590.5
BBCL01000001.1_179	GCA_001316085.1_ASM131608v1	Sulfolobus sp. JCM 16833	Archaea	TACK group	COG0085	SECO	177	112.5	124	1	1	1
BBCL01000001.1_178	GCA_001316085.1_ASM131608v1	Sulfolobus sp. JCM 16833	Archaea	TACK group	COG0085	SECO	206	93.5	202	1	1	1
BBCL01000001.1_177	GCA_001316085.1_ASM131608v1	Sulfolobus sp. JCM 16833	Archaea	TACK group	COG0085	MAIN	706	778.2	875	3	BBCL01000001.1_179;BBCL01000001.1_178;BBCL01000001.1_177	136.0;345.0;791.0
AAM25443.1	GCA_000007085.1_ASM708v1	Caldanaerobacter subterraneus subsp. tengcongensis MB4	Bacteria	Terrabacteria group	COG0085	PRIMARY	1234	2276.0	1109	1	AAM25443.1	618.5
DFOU01000005.1_17	GCA_002376865.1_ASM237686v1	Patescibacteria group bacterium UBA3533	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1059	1700.7	1053	1	DFOU01000005.1_17	595.5
AGB33395.1	GCA_000230735.3_ASM23073v3	Natrinema pellirubrum DSM 15624	Archaea	Euryarchaeota	COG0085	MAIN	609	671.5	1050	2	AGB33396.1;AGB33395.1	292.0;817.5
AGB33396.1	GCA_000230735.3_ASM23073v3	Natrinema pellirubrum DSM 15624	Archaea	Euryarchaeota	COG0085	SECO	526	293.7	446	1	1	1
OGB90587.1	GCA_001772335.1_ASM177233v1	candidate division WOR-1 bacterium RIFCSPHIGHO2_01_FULL_53_15	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1088	1907.2	1060	1	OGB90587.1	599.0
KKG27927.1	GCA_000978945.1_gtlEnvA5udCFS	Methanosarcina mazei	Archaea	Euryarchaeota	COG0085	MAIN	604	667.9	1033	2	KKG27928.1;KKG27927.1	300.5;830.5
KKG27928.1	GCA_000978945.1_gtlEnvA5udCFS	Methanosarcina mazei	Archaea	Euryarchaeota	COG0085	SECO	531	307.1	429	1	1	1
KKR24552.1	GCA_000995305.1_ASM99530v1	Candidatus Levybacteria bacterium GW2011_GWB1_39_7	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1117	1685.2	1075	1	KKR24552.1	602.5
EHM09731.1	GCA_000237825.1_ASM23782v1	Thermanaerovibrio velox DSM 12556	Bacteria	Synergistetes	COG0085	PRIMARY	1203	2032.0	1071	1	EHM09731.1	601.5
DGDO01000021.1_7	GCA_002385475.1_ASM238547v1	Candidatus Atribacteria bacterium UBA3950	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1244	2071.9	1066	1	DGDO01000021.1_7	600.0
DGDO01000077.1_31	GCA_002385475.1_ASM238547v1	Candidatus Atribacteria bacterium UBA3950	Bacteria	unclassified Bacteria	COG0085	NEXT	442	8.5	26	1	1	1
SEK87698.1	GCA_900109695.1_IMG-taxon_2639762639_annotated_assembly	Haloferax larsenii	Archaea	Euryarchaeota	COG0085	SECO	521	297.5	447	1	1	1
SEK87652.1	GCA_900109695.1_IMG-taxon_2639762639_annotated_assembly	Haloferax larsenii	Archaea	Euryarchaeota	COG0085	MAIN	609	653.5	1051	2	SEK87698.1;SEK87652.1	291.5;817.5
AIE86838.1	GCA_000724625.1_ASM72462v1	Fimbriimonas ginsengisoli Gsoil 348	Bacteria	Terrabacteria group	COG0085	PRIMARY	1343	1815.1	1056	1	AIE86838.1	602.0
CQR85183.1	GCA_900005615.1_JCM7685	Paracoccus aminovorans	Bacteria	Proteobacteria	COG0085	PRIMARY	1382	2157.8	1058	1	CQR85183.1	592.0
AFL67335.1	GCA_000231015.3_ASM23101v3	Desulfurococcus amylolyticus DSM 16532	Archaea	TACK group	COG0085	PRIMARY	1166	1048.2	1043	1	AFL67335.1	597.5
OGC11522.1	GCA_001771465.1_ASM177146v1	candidate division WOR-1 bacterium RIFOXYA2_FULL_51_19	Bacteria	unclassified Bacteria	COG0085	PRIMARY	1092	1908.2	1066	1	OGC11522.1	602.0
KYC50086.1	GCA_001587575.1_ASM158757v1	Arc I group archaeon BMIXfssc0709_Meth_Bin006	Archaea	Euryarchaeota	COG0085	PRIMARY	1104	996.2	1044	1	KYC50086.1	597.0
OGJ16324.1	GCA_001787285.1_ASM178728v1	Candidatus Pacearchaeota archaeon RBG_13_33_26	Archaea	DPANN group	COG0085	PRIMARY	942	611.0	917	1	OGJ16324.1	534.5
SLK17531.1	GCA_900168365.1_JF4335	Clostridium chauvoei JF4335	Bacteria	Terrabacteria group	COG0085	NEXT	514	12.8	198	1	1	1
SLK11723.1	GCA_900168365.1_JF4335	Clostridium chauvoei JF4335	Bacteria	Terrabacteria group	COG0085	PRIMARY	1236	2181.4	1084	1	SLK11723.1	606.0
ABB74066.1	GCA_000196355.1_ASM19635v1	Nitrosospira multiformis ATCC 25196	Bacteria	Proteobacteria	COG0085	PRIMARY	1357	2108.5	1053	1	ABB74066.1	589.5
AJA90210.1	GCA_000808095.1_ASM80809v1	Borreliella chilensis	Bacteria	Spirochaetes	COG0085	PRIMARY	1155	1935.9	1058	1	AJA90210.1	602.0
AHJN01000003.1_980	GCA_000245155.2_ASM24515v2	Sulfolobus islandicus M.16.22	Archaea	TACK group	COG0085	PRIMARY	1132	1073.2	1051	1	AHJN01000003.1_980	594.5
AII45918.1	GCA_000737575.1_ASM73757v1	Synechococcus sp. KORDI-49	Bacteria	Terrabacteria group	COG0085	PRIMARY	1097	1965.5	1054	1	AII45918.1	603.0
LKMV01000002.1_13	GCA_001563995.1_ASM156399v1	Nanohaloarchaea archaeon PL-Br10_U2g16	Archaea	DPANN group	COG0085	MAIN	601	530.6	1039	2	LKMV01000002.1_11;LKMV01000002.1_13	301.0;834.0
LKMV01000002.1_11	GCA_001563995.1_ASM156399v1	Nanohaloarchaea archaeon PL-Br10_U2g16	Archaea	DPANN group	COG0085	SECO	486	260.7	440	1	1	1
MTLX01000013.1_34	GCA_002009985.1_ASM200998v1	Candidatus Bathyarchaeota archaeon JdFR-10	Archaea	TACK group	COG0085	PRIMARY	1117	1019.1	1043	1	MTLX01000013.1_34	597.5
BBMO01000002.1_836	GCA_000755225.1_ASM75522v1	Halapricum salinum	Archaea	Euryarchaeota	COG0085	SECO	523	296.6	444	1	1	1
